training iterations,perplexity,perplexity POS
10,47045.734375,5450.912109375
20,34833.90234375,650.9332885742188
30,25052.66796875,216.41754150390625
40,17189.041015625,80.88511657714844
50,12846.43359375,34.95002365112305
60,10596.8046875,15.66861629486084
70,8989.1875,10.591403007507324
80,7432.267578125,7.752386093139648
90,6320.0947265625,5.4701247215271
100,5425.615234375,3.5113492012023926
