training iterations,perplexity,perplexity POS
200,1029.993896484375,1.4274678230285645
400,455.5774841308594,1.3355480432510376
600,361.23638916015625,1.2556439638137817
800,517.4839477539062,1.3393298387527466
1000,1560.1495361328125,1.4012047052383423
1200,4315.9296875,1.456315279006958
1400,6343.28662109375,1.429395318031311
1600,9463.833984375,1.4553714990615845
1800,12988.845703125,1.6032034158706665
2000,12048.5029296875,1.5141398906707764
